Code,Description
L97401,Non-pressure chronic ulcer of unspecified heel and midfoot limited to breakdown of skin
L97402,Non-pressure chronic ulcer of unspecified heel and midfoot with fat layer exposed
L97403,Non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of muscle
L97404,Non-pressure chronic ulcer of unspecified heel and midfoot with necrosis of bone
L97409,Non-pressure chronic ulcer of unspecified heel and midfoot with unspecified severity
L97411,Non-pressure chronic ulcer of right heel and midfoot limited to breakdown of skin
L97412,Non-pressure chronic ulcer of right heel and midfoot with fat layer exposed
L97413,Non-pressure chronic ulcer of right heel and midfoot with necrosis of muscle
L97414,Non-pressure chronic ulcer of right heel and midfoot with necrosis of bone
L97419,Non-pressure chronic ulcer of right heel and midfoot with unspecified severity
L97421,Non-pressure chronic ulcer of left heel and midfoot limited to breakdown of skin
L97422,Non-pressure chronic ulcer of left heel and midfoot with fat layer exposed
L97423,Non-pressure chronic ulcer of left heel and midfoot with necrosis of muscle
L97424,Non-pressure chronic ulcer of left heel and midfoot with necrosis of bone
L97429,Non-pressure chronic ulcer of left heel and midfoot with unspecified severity
L97501,Non-pressure chronic ulcer of other part of unspecified foot limited to breakdown of skin
L97502,Non-pressure chronic ulcer of other part of unspecified foot with fat layer exposed
L97503,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of muscle
L97504,Non-pressure chronic ulcer of other part of unspecified foot with necrosis of bone
L97509,Non-pressure chronic ulcer of other part of unspecified foot with unspecified severity
L97511,Non-pressure chronic ulcer of other part of right foot limited to breakdown of skin
L97512,Non-pressure chronic ulcer of other part of right foot with fat layer exposed
L97513,Non-pressure chronic ulcer of other part of right foot with necrosis of muscle
L97514,Non-pressure chronic ulcer of other part of right foot with necrosis of bone
L97519,Non-pressure chronic ulcer of other part of right foot with unspecified severity
L97521,Non-pressure chronic ulcer of other part of left foot limited to breakdown of skin
L97522,Non-pressure chronic ulcer of other part of left foot with fat layer exposed
L97523,Non-pressure chronic ulcer of other part of left foot with necrosis of muscle
L97524,Non-pressure chronic ulcer of other part of left foot with necrosis of bone
L97529,Non-pressure chronic ulcer of other part of left foot with unspecified severity
L97801,Non-pressure chronic ulcer of other part of unspecified lower leg limited to breakdown of skin
L97802,Non-pressure chronic ulcer of other part of unspecified lower leg with fat layer exposed
L97803,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of muscle
L97804,Non-pressure chronic ulcer of other part of unspecified lower leg with necrosis of bone
L97809,Non-pressure chronic ulcer of other part of unspecified lower leg with unspecified severity
L97811,Non-pressure chronic ulcer of other part of right lower leg limited to breakdown of skin
L97812,Non-pressure chronic ulcer of other part of right lower leg with fat layer exposed
L97813,Non-pressure chronic ulcer of other part of right lower leg with necrosis of muscle
L97814,Non-pressure chronic ulcer of other part of right lower leg with necrosis of bone
L97819,Non-pressure chronic ulcer of other part of right lower leg with unspecified severity
L97821,Non-pressure chronic ulcer of other part of left lower leg limited to breakdown of skin
L97822,Non-pressure chronic ulcer of other part of left lower leg with fat layer exposed
L97823,Non-pressure chronic ulcer of other part of left lower leg with necrosis of muscle
L97824,Non-pressure chronic ulcer of other part of left lower leg with necrosis of bone
L97829,Non-pressure chronic ulcer of other part of left lower leg with unspecified severity
L97901,Non-pressure chronic ulcer of unspecified part of unspecified lower leg limited to breakdown of
L97902,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with fat layer exposed
L97903,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of muscle
L97904,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with necrosis of bone
L97909,Non-pressure chronic ulcer of unspecified part of unspecified lower leg with unspecified
L97911,Non-pressure chronic ulcer of unspecified part of right lower leg limited to breakdown of skin
L97912,Non-pressure chronic ulcer of unspecified part of right lower leg with fat layer exposed
L97913,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of muscle
L97914,Non-pressure chronic ulcer of unspecified part of right lower leg with necrosis of bone
L97919,Non-pressure chronic ulcer of unspecified part of right lower leg with unspecified severity
L97921,Non-pressure chronic ulcer of unspecified part of left lower leg limited to breakdown of skin
L97922,Non-pressure chronic ulcer of unspecified part of left lower leg with fat layer exposed
L97923,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of muscle
L97924,Non-pressure chronic ulcer of unspecified part of left lower leg with necrosis of bone
L97929,Non-pressure chronic ulcer of unspecified part of left lower leg with unspecified severity
L980,Pyogenic granuloma
L981,Factitial dermatitis
L982,Febrile neutrophilic dermatosis [Sweet]
L983,Eosinophilic cellulitis [Wells]
L98411,Non-pressure chronic ulcer of buttock limited to breakdown of skin
L98412,Non-pressure chronic ulcer of buttock with fat layer exposed
L98413,Non-pressure chronic ulcer of buttock with necrosis of muscle
L98414,Non-pressure chronic ulcer of buttock with necrosis of bone
L98419,Non-pressure chronic ulcer of buttock with unspecified severity
L98421,Non-pressure chronic ulcer of back limited to breakdown of skin
L98422,Non-pressure chronic ulcer of back with fat layer exposed
L98423,Non-pressure chronic ulcer of back with necrosis of muscle
L98424,Non-pressure chronic ulcer of back with necrosis of bone
L98429,Non-pressure chronic ulcer of back with unspecified severity
L98491,Non-pressure chronic ulcer of skin of other sites limited to breakdown of skin
L98492,Non-pressure chronic ulcer of skin of other sites with fat layer exposed
L98493,Non-pressure chronic ulcer of skin of other sites with necrosis of muscle
L98494,Non-pressure chronic ulcer of skin of other sites with necrosis of bone
L98499,Non-pressure chronic ulcer of skin of other sites with unspecified severity
L985,Mucinosis of the skin
L986,Other infiltrative disorders of the skin and subcutaneous tissue
L987,Excessive and redundant skin and subcutaneous tissue
L988,Other specified disorders of the skin and subcutaneous tissue
L989,"Disorder of the skin and subcutaneous tissue, unspecified"
L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
M0000,"Staphylococcal arthritis, unspecified joint"
M00011,"Staphylococcal arthritis, right shoulder"
M00012,"Staphylococcal arthritis, left shoulder"
M00019,"Staphylococcal arthritis, unspecified shoulder"
M00021,"Staphylococcal arthritis, right elbow"
M00022,"Staphylococcal arthritis, left elbow"
M00029,"Staphylococcal arthritis, unspecified elbow"
M00031,"Staphylococcal arthritis, right wrist"
M00032,"Staphylococcal arthritis, left wrist"
M00039,"Staphylococcal arthritis, unspecified wrist"
M00041,"Staphylococcal arthritis, right hand"
M00042,"Staphylococcal arthritis, left hand"
M00049,"Staphylococcal arthritis, unspecified hand"
M00051,"Staphylococcal arthritis, right hip"
M00052,"Staphylococcal arthritis, left hip"
M00059,"Staphylococcal arthritis, unspecified hip"
M00061,"Staphylococcal arthritis, right knee"
M00062,"Staphylococcal arthritis, left knee"
M00069,"Staphylococcal arthritis, unspecified knee"
M00071,"Staphylococcal arthritis, right ankle and foot"
M00072,"Staphylococcal arthritis, left ankle and foot"
M00079,"Staphylococcal arthritis, unspecified ankle and foot"
M0008,"Staphylococcal arthritis, vertebrae"
M0009,Staphylococcal polyarthritis
M0010,"Pneumococcal arthritis, unspecified joint"
M00111,"Pneumococcal arthritis, right shoulder"
M00112,"Pneumococcal arthritis, left shoulder"
M00119,"Pneumococcal arthritis, unspecified shoulder"
M00121,"Pneumococcal arthritis, right elbow"
M00122,"Pneumococcal arthritis, left elbow"
M00129,"Pneumococcal arthritis, unspecified elbow"
M00131,"Pneumococcal arthritis, right wrist"
M00132,"Pneumococcal arthritis, left wrist"
M00139,"Pneumococcal arthritis, unspecified wrist"
M00141,"Pneumococcal arthritis, right hand"
M00142,"Pneumococcal arthritis, left hand"
M00149,"Pneumococcal arthritis, unspecified hand"
M00151,"Pneumococcal arthritis, right hip"
M00152,"Pneumococcal arthritis, left hip"
M00159,"Pneumococcal arthritis, unspecified hip"
M00161,"Pneumococcal arthritis, right knee"
M00162,"Pneumococcal arthritis, left knee"
M00169,"Pneumococcal arthritis, unspecified knee"
M00171,"Pneumococcal arthritis, right ankle and foot"
M00172,"Pneumococcal arthritis, left ankle and foot"
M00179,"Pneumococcal arthritis, unspecified ankle and foot"
M0018,"Pneumococcal arthritis, vertebrae"
M0019,Pneumococcal polyarthritis
M0020,"Other streptococcal arthritis, unspecified joint"
M00211,"Other streptococcal arthritis, right shoulder"
M00212,"Other streptococcal arthritis, left shoulder"
M00219,"Other streptococcal arthritis, unspecified shoulder"
M00221,"Other streptococcal arthritis, right elbow"
M00222,"Other streptococcal arthritis, left elbow"
M00229,"Other streptococcal arthritis, unspecified elbow"
M00231,"Other streptococcal arthritis, right wrist"
M00232,"Other streptococcal arthritis, left wrist"
M00239,"Other streptococcal arthritis, unspecified wrist"
M00241,"Other streptococcal arthritis, right hand"
M00242,"Other streptococcal arthritis, left hand"
M00249,"Other streptococcal arthritis, unspecified hand"
M00251,"Other streptococcal arthritis, right hip"
M00252,"Other streptococcal arthritis, left hip"
M00259,"Other streptococcal arthritis, unspecified hip"
M00261,"Other streptococcal arthritis, right knee"
M00262,"Other streptococcal arthritis, left knee"
M00269,"Other streptococcal arthritis, unspecified knee"
M00271,"Other streptococcal arthritis, right ankle and foot"
M00272,"Other streptococcal arthritis, left ankle and foot"
M00279,"Other streptococcal arthritis, unspecified ankle and foot"
M0028,"Other streptococcal arthritis, vertebrae"
M0029,Other streptococcal polyarthritis
M0080,"Arthritis due to other bacteria, unspecified joint"
M00811,"Arthritis due to other bacteria, right shoulder"
M00812,"Arthritis due to other bacteria, left shoulder"
M00819,"Arthritis due to other bacteria, unspecified shoulder"
M00821,"Arthritis due to other bacteria, right elbow"
M00822,"Arthritis due to other bacteria, left elbow"
M00829,"Arthritis due to other bacteria, unspecified elbow"
M00831,"Arthritis due to other bacteria, right wrist"
M00832,"Arthritis due to other bacteria, left wrist"
M00839,"Arthritis due to other bacteria, unspecified wrist"
M00841,"Arthritis due to other bacteria, right hand"
M00842,"Arthritis due to other bacteria, left hand"
M00849,"Arthritis due to other bacteria, unspecified hand"
M00851,"Arthritis due to other bacteria, right hip"
M00852,"Arthritis due to other bacteria, left hip"
M00859,"Arthritis due to other bacteria, unspecified hip"
M00861,"Arthritis due to other bacteria, right knee"
M00862,"Arthritis due to other bacteria, left knee"
M00869,"Arthritis due to other bacteria, unspecified knee"
M00871,"Arthritis due to other bacteria, right ankle and foot"
M00872,"Arthritis due to other bacteria, left ankle and foot"
M00879,"Arthritis due to other bacteria, unspecified ankle and foot"
M0088,"Arthritis due to other bacteria, vertebrae"
M0089,Polyarthritis due to other bacteria
M009,"Pyogenic arthritis, unspecified M01X0"
M0200,"Arthropathy following intestinal bypass, unspecified site"
M02011,"Arthropathy following intestinal bypass, right shoulder"
M02012,"Arthropathy following intestinal bypass, left shoulder"
M02019,"Arthropathy following intestinal bypass, unspecified shoulder"
M02021,"Arthropathy following intestinal bypass, right elbow"
M02022,"Arthropathy following intestinal bypass, left elbow"
M02029,"Arthropathy following intestinal bypass, unspecified elbow"
M02031,"Arthropathy following intestinal bypass, right wrist"
M02032,"Arthropathy following intestinal bypass, left wrist"
M02039,"Arthropathy following intestinal bypass, unspecified wrist"
M02041,"Arthropathy following intestinal bypass, right hand"
M02042,"Arthropathy following intestinal bypass, left hand"
M02049,"Arthropathy following intestinal bypass, unspecified hand"
M02051,"Arthropathy following intestinal bypass, right hip"
M02052,"Arthropathy following intestinal bypass, left hip"
M02059,"Arthropathy following intestinal bypass, unspecified hip"
M02061,"Arthropathy following intestinal bypass, right knee"
M02062,"Arthropathy following intestinal bypass, left knee"
M02069,"Arthropathy following intestinal bypass, unspecified knee"
M02071,"Arthropathy following intestinal bypass, right ankle and foot"
M02072,"Arthropathy following intestinal bypass, left ankle and foot"
M02079,"Arthropathy following intestinal bypass, unspecified ankle and foot"
M0208,"Arthropathy following intestinal bypass, vertebrae"
M0209,"Arthropathy following intestinal bypass, multiple sites"
M0210,"Postdysenteric arthropathy, unspecified site"
M02111,"Postdysenteric arthropathy, right shoulder"
M02112,"Postdysenteric arthropathy, left shoulder"
M02119,"Postdysenteric arthropathy, unspecified shoulder"
M02121,"Postdysenteric arthropathy, right elbow"
M02122,"Postdysenteric arthropathy, left elbow"
M02129,"Postdysenteric arthropathy, unspecified elbow"
M02131,"Postdysenteric arthropathy, right wrist"
